,Locus,Contig,Gene,Product,R0C200_W,R0C200_Count,R0C200_SD,R0C200_SE,R7C0_W,R7C0_Count,R7C0_SD,R7C0_SE,Untreated_W,Untreated_Count,Untreated_SD,Untreated_SE,R7C100_W,R7C100_Count,R7C100_SD,R7C100_SE,R0C100_W,R0C100_Count,R0C100_SD,R0C100_SE,p_R0C100,d_R0C100,q_R0C100,log10q_R0C100,p_R0C200,d_R0C200,q_R0C200,log10q_R0C200,p_R7C0,d_R7C0,q_R7C0,log10q_R7C0,p_R7C100,d_R7C100,q_R7C100,log10q_R7C100,p_R7C100vsR7C0,d_R7C100vsR7C0,q_R7C100vsR7C0,log10q_R7C100vsR7C0
10,NDEONHPJ_00020,1 (genome),yfcG_1,Disulfide-bond oxidoreductase YfcG,0.9348415850203964,47,0.3384142377778233,0.04936278991622866,1.0086204287672342,47,0.2483727973729191,0.03622889597710914,1.0489948865620564,47,0.19962143532755147,0.029117778966850805,0.9805760352647008,47,0.2721419656908353,0.039695985511713994,1.0026771942054262,47,0.22506130621144604,0.03282856551703762,0.2939494110541896,-0.04631769235663019,1.0,-0.0,0.0493549425447544,-0.11415330154166003,0.3955789769136341,0.4027667970875225,0.38730226684160673,-0.04037445779482218,1.0,-0.0,0.16795175429641715,-0.06841885129735559,0.8152128738603195,0.08872897055910016,0.6030465064811575,-0.028044393502533405,0.8152128738603195,0.08872897055910016
11,NDEONHPJ_00021,1 (genome),,hypothetical protein,0.924506398202204,62,0.2695706562825439,0.03423550758340778,1.049549640571369,63,0.22325080499920066,0.02812695762013621,1.058538128572435,61,0.1016186665295916,0.013010937005390315,0.968714911341324,59,0.13386911075387067,0.017428273743017718,1.0416018388954495,64,0.1769522742964772,0.02211903428705965,0.5156319830245681,-0.01693628967698535,1.0,-0.0,0.0004062660952739603,-0.13403173037023086,0.06762593238905774,1.1698867340313073,0.7746302125639352,-0.008988488001065997,1.0,-0.0,6.337405733618039e-05,-0.08982321723111086,0.002150482856175456,2.6674640153270834,0.017690616793470455,-0.08083472923004487,0.002150482856175456,2.6674640153270834
12,NDEONHPJ_00022,1 (genome),,hypothetical protein,0.9623120392570884,125,0.32373191591568395,0.02895546281894861,1.0648356996395971,130,0.22583229260868246,0.01980680232509365,1.0909573658324814,129,0.1886971602336613,0.016613858574879854,1.050239166188514,126,0.1849719689683598,0.016478612715156753,1.068574693705542,129,0.18413882434232776,0.016212519478193733,0.33585071445968295,-0.02238267212693934,1.0,-0.0,0.00013148661883744135,-0.12864532657539296,0.04816946537800245,1.3172281737950098,0.3135732221293607,-0.026121666192884252,1.0,-0.0,0.08313196916690764,-0.04071819964396739,0.6405608641669769,0.19343959860308385,0.5727287688229745,-0.014596533451083138,0.6405608641669769,0.19343959860308385
13,NDEONHPJ_00023,1 (genome),,hypothetical protein,0.9998148093496592,10,0.10301209836541557,0.03257528573880212,1.0240538369140453,11,0.16450451865254134,0.04959997860804553,0.9940605262389705,10,0.10864945406416132,0.03435797413765878,1.0358318387134802,11,0.199887976679768,0.06026849261364552,1.0483105106134225,11,0.2331637484468713,0.07030151530100763,0.5100855598782204,0.054249984374452054,1.0,-0.0,0.9046118527343678,0.005754283110688707,1.0,-0.0,0.6315412120972633,0.029993310675074825,1.0,-0.0,0.5648107481596674,0.041771312474509714,1.0,-0.0,0.8815698896885988,0.01177800179943489,1.0,-0.0
14,NDEONHPJ_00024,1 (genome),rsmB,Ribosomal RNA small subunit methyltransferase B,0.9903032720240365,74,0.4306168400538881,0.05005819085958939,1.0452787860977115,76,0.35193822470370706,0.04037008304875181,1.0228128610976197,69,0.23075906280610645,0.027780126633185718,0.9829210419220814,68,0.2912430617290345,0.03531840900697334,1.0497120560087911,77,0.3402069272668809,0.03877017754689587,0.5814028861803808,0.02689919491117143,1.0,-0.0,0.5784873632243464,-0.032509589073583256,0.8823477031806938,0.05436024047392887,0.6536487322891569,0.022465925000091813,1.0,-0.0,0.3754411488437527,-0.0398918191755383,0.9646425153524295,0.015633601033192744,0.2518949547651609,-0.062357744175630114,0.9646425153524295,0.015633601033192744
15,NDEONHPJ_00026,1 (genome),ilvD,Dihydroxy-acid dehydratase,0.8991097952705452,138,0.3391772171481788,0.028872682118196536,0.9253139193009838,136,0.21605192175672147,0.018526299449298875,0.9484186322899278,137,0.2093453292451936,0.017885578514786775,1.015558434767976,144,0.21847523475770966,0.01820626956314248,0.9649420183067748,141,0.2128580267965831,0.017925879618117105,0.5147118108945898,0.016523386016846997,1.0,-0.0,0.1483621646622069,-0.0493088370193826,0.5587586268448121,0.25277575860331697,0.37033556707083193,-0.02310471298894401,1.0,-0.0,0.00906748764902396,0.06713980247804818,0.16777335875269112,0.7752770009881185,0.0005962823667446997,0.09024451546699219,0.16777335875269112,0.7752770009881185
16,NDEONHPJ_00027,1 (genome),,hypothetical protein,1.0430678563019793,102,0.2987045301288888,0.02957615565831212,1.0530438614365452,100,0.22327757705069465,0.022327757705069458,1.1120806394009657,102,0.20420310763369465,0.02021912052917041,1.0446475006953622,98,0.15455205348261822,0.015612115009123616,1.0710200070187743,101,0.2107692493168523,0.020972324162290938,0.16017144719346743,-0.041060632382191375,1.0,-0.0,0.055472048115493416,-0.0690127830989864,0.40481887384204057,0.39273924761497664,0.051190534649246514,-0.05903677796442053,0.8503851454381367,0.07038433469194848,0.009330642747947291,-0.06743313870560352,0.1706129781846808,0.7679879360078069,0.7591047976577117,-0.008396360741182995,0.1706129781846808,0.7679879360078069
17,NDEONHPJ_00028,1 (genome),,hypothetical protein,0.966433426028422,54,0.4101875849536049,0.05581946010893658,0.9612088999357472,49,0.3022689430512749,0.04318127757875356,1.0211494296337569,52,0.313488223619507,0.04347299478900976,1.0009719695978936,51,0.2871862898139367,0.04021412420323516,1.0115198583130771,54,0.32009089290653103,0.04355885327404758,0.8760112044528564,-0.009629571320679764,1.0,-0.0,0.4433400223367234,-0.054716003605334906,0.787651771800241,0.10366574572308765,0.33086861694918046,-0.05994052969800967,1.0,-0.0,0.7342434104494959,-0.020177460035863293,1.0,-0.0,0.5015374502161352,0.03976306966214638,1.0,-0.0
18,NDEONHPJ_00029,1 (genome),cysL,HTH-type transcriptional regulator CysL,0.9986680315978128,65,0.2415683959888297,0.029962871881615307,1.0267827212194434,66,0.2262001412329851,0.027843312644103776,1.0697825086545611,64,0.13929109773151374,0.017411387216439218,1.0229599186623608,67,0.24448291215157206,0.029868341532168937,1.0628978005606742,64,0.09027244257742144,0.01128405532217768,0.7405745882705446,-0.006884708093886971,1.0,-0.0,0.043012247976783845,-0.07111447705674834,0.3827530257652746,0.4170813674018288,0.19583392018621404,-0.04299978743511779,1.0,-0.0,0.18309477535625412,-0.04682258999220035,0.8312555432277675,0.08026544558633734,0.9255980901620495,-0.0038228025570825608,0.8312555432277675,0.08026544558633734
19,NDEONHPJ_00030,1 (genome),rutG,Putative pyrimidine permease RutG,1.0045955771745692,72,0.3805255653973405,0.04484536795121742,1.0487885773064511,72,0.2616266604233445,0.03083299762075618,1.0352070319327251,69,0.18008221244567246,0.021679350770845002,0.9937673245443718,71,0.2412456116977499,0.028630586708264613,1.0425873738001368,70,0.19288234813665556,0.023053850072852714,0.8160322708176817,0.007380341867411655,1.0,-0.0,0.5453289337555893,-0.030611454758155965,0.862925564896519,0.06402666448050134,0.7211958555049194,0.013581545373726023,1.0,-0.0,0.2524624270561581,-0.04143970738835334,0.9073508062994504,0.04222477050954586,0.19336714841532712,-0.055021252762079365,0.9073508062994504,0.04222477050954586
20,NDEONHPJ_00031,1 (genome),ppc,Phosphoenolpyruvate carboxylase,0.9491989483773952,157,0.37031013906812055,0.029553966517564825,1.0031637841567906,156,0.3303691923485974,0.02645070442242931,1.025579481779212,153,0.2548364981858208,0.020602309789856128,1.0137197123487878,155,0.2922814483374798,0.02347661087842809,1.0388555149446872,161,0.28419019129064016,0.022397324710723414,0.6638298738716423,0.013276033165475098,1.0,-0.0,0.035634044741858245,-0.07638053340181694,0.36981173147184304,0.43201931591164117,0.5053212831136934,-0.02241569762242146,1.0,-0.0,0.7046824308987749,-0.011859769430424327,1.0,-0.0,0.7656327706391839,0.010555928191997133,1.0,-0.0
21,NDEONHPJ_00032,1 (genome),,hypothetical protein,1.010406054432064,59,0.3097501410918165,0.04032603354490013,1.0578274622706507,55,0.17983207863434109,0.024248552536350342,1.0796086044565472,57,0.17622335875422998,0.023341354074065904,0.9436861919536808,54,0.1998879001734744,0.027201297843410743,1.096524576393821,56,0.1846816546023507,0.024679124183732828,0.619332833768528,0.016915971937273788,1.0,-0.0,0.14375397323364916,-0.06920255002448306,0.5586014134162198,0.25289796974835366,0.5187336271869383,-0.02178114218589644,1.0,-0.0,0.00023436712648280465,-0.1359224125028664,0.007519030070128562,2.1238381783390494,0.00221640641720225,-0.11414127031696997,0.007519030070128562,2.1238381783390494
22,NDEONHPJ_00033,1 (genome),mdtA_1,Multidrug resistance protein MdtA,0.9703531797046824,119,0.3979765150451099,0.03648244731943776,1.013388380345777,115,0.2912191474868953,0.02715632552831749,1.028905212731248,117,0.2716133221318455,0.025110660513986846,1.006119131532584,114,0.2746434304121391,0.02572271401681338,1.0167370307482817,112,0.2952033759990663,0.027894097110007964,0.7456297427837734,-0.012168181982966209,1.0,-0.0,0.18880890607004383,-0.05855203302656553,0.6002309735406878,0.22168159756373315,0.6750393433930069,-0.015516832385470858,1.0,-0.0,0.5267347021350548,-0.022786081198663988,0.9943978024863119,0.0024398441100994626,0.8461227593212712,-0.00726924881319313,0.9943978024863119,0.0024398441100994626
23,NDEONHPJ_00034,1 (genome),czcA_1,Cobalt-zinc-cadmium resistance protein CzcA,1.0152487272611197,201,0.2797468324301955,0.019731820180496837,1.0370780170556204,209,0.2639098672342331,0.018255027232289448,1.0576974260498937,203,0.1951076073774977,0.013693869480991216,1.0057499350557242,196,0.21458989523910527,0.015327849659936096,1.055338446299925,208,0.20361535475871756,0.01411818465489128,0.9046407958022372,-0.0023589797499687926,1.0,-0.0,0.07741843125438512,-0.042448698788774,0.4457954865720222,0.3508643328203121,0.3688108481972031,-0.02061940899427328,1.0,-0.0,0.011739494484836716,-0.05194749099416951,0.20111292724132532,0.6965600126994651,0.19240616556569712,-0.03132808199989623,0.20111292724132532,0.6965600126994651
24,NDEONHPJ_00035,1 (genome),,hypothetical protein,0.9071598394685686,19,0.3700139314990731,0.08488701763719161,0.9696497443303584,21,0.35706169343702177,0.07791724942591757,1.0435690768090462,21,0.3225863805046297,0.07039411937258536,1.0496345590643832,19,0.2876147552173584,0.06598335014019226,0.9777615146277931,21,0.3893034632107326,0.08495298040341136,0.5542221006294088,-0.06580756218125305,1.0,-0.0,0.22051973796423058,-0.1364092373404776,0.6261920039548805,0.20329248232824434,0.48554324222856005,-0.07391933247868776,1.0,-0.0,0.9504939815408138,0.006065482255336985,1.0,-0.0,0.44321429945086244,0.07998481473402475,1.0,-0.0
25,NDEONHPJ_00036,1 (genome),dnaJ_1,Chaperone protein DnaJ,0.5327508028184333,32,0.4056593827891009,0.07171112510553065,0.4129367629734316,33,0.3719286434999751,0.06474446644325806,0.5223698439200865,33,0.4142963960492662,0.0721197454951497,0.5222453268301984,37,0.445204543770024,0.07319117613953556,0.3999497664972431,34,0.43120112926547577,0.07395038358088116,0.2405562075991922,-0.12242007742284333,1.0,-0.0,0.9190517649456503,0.010380958898346893,1.0,-0.0,0.2630574138521366,-0.10943308094665483,1.0,-0.0,0.9990406687897395,-0.00012451708988803212,1.0,-0.0,0.27213713429882397,0.1093085638567668,1.0,-0.0
26,NDEONHPJ_00037,1 (genome),,hypothetical protein,0.8933039063818085,42,0.3864393631095141,0.05962888828501525,0.9628314368362952,41,0.29915291268896105,0.04671983575456876,0.9287999014628804,40,0.3300239889039791,0.05218137437153551,0.9063051488141608,39,0.3002006441119105,0.04807057491273823,0.9607353864276608,40,0.2900412113750532,0.04585954216297527,0.6470060602802674,0.03193548496478038,1.0,-0.0,0.6566261666526405,-0.03549599508107193,0.9209483653229771,0.03576471864564195,0.6279735226996829,0.034031535373414856,1.0,-0.0,0.7523477545001106,-0.022494752648719585,1.0,-0.0,0.4016250208208919,-0.05652628802213444,1.0,-0.0
27,NDEONHPJ_00038,1 (genome),dapB,4-hydroxy-tetrahydrodipicolinate reductase,0.9350252438216128,2,0.017510147839699473,0.012381544277030473,0.5950156708688573,3,0.5153393023037028,0.2975312849090368,1.0203846405931158,2,0.02483045040693365,0.01755777986265905,0.6871533261914822,3,0.5951031604476634,0.34358296988005554,0.6364985493979206,3,0.5538740542192131,0.3197793343006121,0.4212305506967098,-0.38388609119519523,1.0,-0.0,0.05790201659042114,-0.08535939677150306,0.40645941846539174,0.3909828085356909,0.34916553012966606,-0.4253689697242585,1.0,-0.0,0.5072286975806215,-0.33323131440163367,0.9895651911648059,0.00455558980468872,0.8492469201712816,0.09213765532262486,0.9895651911648059,0.00455558980468872
28,NDEONHPJ_00039,1 (genome),,hypothetical protein,0.9749127109357926,69,0.3270397311804709,0.039370957031101626,0.9877313446947524,69,0.2415645563557185,0.02908095519216855,1.012986337581073,66,0.19122476001952302,0.023538140822968182,1.0200822331398938,67,0.2381227465959049,0.02909132364021897,1.0358159450855262,71,0.2093659068575188,0.0248471618109626,0.5073057622308081,0.022829607504453175,1.0,-0.0,0.41313940316709374,-0.03807362664528047,0.7729779448257319,0.11183289751392644,0.5030226581608782,-0.025254992886320604,1.0,-0.0,0.8501410934060456,0.007095895558820731,1.0,-0.0,0.43307527655192557,0.032350888445141335,1.0,-0.0
29,NDEONHPJ_00040,1 (genome),ydhP_1,Inner membrane transport protein YdhP,0.8896031991559922,108,0.4018607284293873,0.038669066622574313,0.9115900291808708,106,0.32308223780475603,0.031380520995850716,0.9679255805831778,109,0.3214976608302847,0.030793891018036125,0.8945039193575292,106,0.3192174835331988,0.031005142877305877,0.9356268023952771,108,0.3281594285049163,0.03157715573073786,0.46474603628509437,-0.03229877818790072,1.0,-0.0,0.11419862672404874,-0.07832238142718562,0.5145891255500816,0.28853939566841186,0.20143428898620364,-0.05633555140230695,1.0,-0.0,0.09442156753144644,-0.07342166122564864,0.6843083891772187,0.16474813580225542,0.6989144700264107,-0.01708610982334169,0.6843083891772187,0.16474813580225542
30,NDEONHPJ_00041,1 (genome),dkgB,"2,5-diketo-D-gluconic acid reductase B",0.9779596400608914,41,0.3803337363739252,0.059398150382665264,1.0516003390663409,39,0.22147740597569499,0.03546476812842782,1.0419211426254402,39,0.1972329495035084,0.031582548073528775,1.0541577254636376,37,0.20587713772917776,0.033845992952002385,1.0381271777777359,38,0.21256779467956546,0.03448304973955125,0.9354864690024921,-0.003793964847704334,1.0,-0.0,0.35164385237061846,-0.0639615025645488,0.7302889291196951,0.13650528303466913,0.839039203165921,0.00967919644090065,1.0,-0.0,0.79202753469196,0.012236582838197396,1.0,-0.0,0.9586170158436642,0.002557386397296746,1.0,-0.0
31,NDEONHPJ_00042,1 (genome),dmlR_1,HTH-type transcriptional regulator DmlR,1.0036649893329186,57,0.3263904769390845,0.043231474774370934,1.0289906224431629,55,0.1432993182863901,0.01932247613595211,1.1063671057604652,60,0.2276790688787216,0.029393241401576668,1.0552926328675134,57,0.1874208823053287,0.024824502300308717,1.0523957469407448,56,0.22267310878698013,0.029755945797454345,0.1998711467913346,-0.05397135881972037,1.0,-0.0,0.04984295615846177,-0.10270211642754656,0.3960893226436372,0.4022068646884876,0.03301372939709226,-0.07737648331730229,0.6871124731327574,0.1629721676524247,0.1891443543492963,-0.05107447289295175,0.8343748546454801,0.07863879261276464,0.4071240760348048,0.02630201042435054,0.8343748546454801,0.07863879261276464
32,NDEONHPJ_00043,1 (genome),,hypothetical protein,1.0442145252503758,25,0.08376960574433602,0.016753921148867205,1.0660110487549768,25,0.14512474653863902,0.029024949307727806,1.1156726117144335,27,0.21678266181019776,0.04171984271725376,1.0263733036171012,25,0.1543159142405128,0.030863182848102563,1.044505508799802,25,0.14073495830960595,0.028146991661921198,0.17017341343772172,-0.07116710291463146,1.0,-0.0,0.1289046092468161,-0.07145808646405771,0.5396978179945697,0.26784933778958236,0.3403566091259027,-0.049661562959456784,1.0,-0.0,0.09556874526074692,-0.08929930809733233,0.6843083891772187,0.16474813580225542,0.3541752195718718,-0.039637745137875546,0.6843083891772187,0.16474813580225542
33,NDEONHPJ_00044,1 (genome),norG_1,HTH-type transcriptional regulator NorG,0.9791700183389562,122,0.3384121366065812,0.030638395257519525,1.0318856451027354,125,0.21956163000417667,0.019638189197599857,1.0471490371620258,120,0.2293693379100441,0.020938460062226,1.003713458150025,116,0.21009826563079625,0.01950713424336139,1.0514960333034449,120,0.2086674045820216,0.01904864075093835,0.8780807400769501,0.0043469961414190905,1.0,-0.0,0.06906002426651588,-0.06797901882306956,0.43695672866868324,0.35956156859224364,0.5950899984393654,-0.015263392059290393,1.0,-0.0,0.130982592020523,-0.04343557901200068,0.750396292808485,0.12470932017376182,0.3106095882982305,-0.028172186952710287,0.750396292808485,0.12470932017376182
34,NDEONHPJ_00045,1 (genome),ahr,Aldehyde reductase Ahr,0.9434432370109548,56,0.34141903746773633,0.04562403798308588,1.0437858599865273,56,0.1903497445303724,0.025436554560450016,1.0355952024973871,52,0.17587487966619633,0.024389457565481918,1.0294254660060052,56,0.278277432944164,0.037186386162429336,1.0745535644483848,57,0.18516752041872947,0.024526037227210938,0.2636739272457151,0.038958361950997666,1.0,-0.0,0.08422952957411423,-0.09215196548643234,0.45950590608559816,0.33770890220191596,0.8171870353350866,0.008190657489140163,1.0,-0.0,0.8916628032171747,-0.006169736491381972,1.0,-0.0,0.7505290623644234,-0.014360393980522135,1.0,-0.0
35,NDEONHPJ_00046,1 (genome),tag,DNA-3-methyladenine glycosylase 1,0.97726294235863,15,0.2791350289116352,0.07207235455452593,1.0070020309092154,16,0.33279183769838555,0.08319795942459639,1.126497479380086,14,0.3283142778325646,0.08774568163111196,1.0249419510711568,13,0.10838373856300204,0.03006024052426059,0.9868079950607594,15,0.2950436905135669,0.076179953317508,0.23800635187330502,-0.13968948431932648,1.0,-0.0,0.19731213023544808,-0.14923453702145595,0.6127784777700735,0.21269649655730222,0.33194607603213877,-0.11949544847087057,1.0,-0.0,0.29857566724278406,-0.10155552830892911,0.9222798775190635,0.03513726677994978,0.8538623547348029,0.01793992016194146,0.9222798775190635,0.03513726677994978
36,NDEONHPJ_00047,1 (genome),,hypothetical protein,1.0327643087072085,25,0.09946566357314096,0.01989313271462819,1.0394146592697993,24,0.08242477456900481,0.016824886654832755,1.043955466768589,24,0.08712613736271661,0.01778454831652438,1.0048214179202877,24,0.09513533812416068,0.019419419575945087,1.0563176842467208,24,0.10240524353606377,0.0209033828040668,0.6545148586675251,0.01236221747813171,1.0,-0.0,0.6776700126785862,-0.011191158061380602,0.9296750997949565,0.03166880092926309,0.853671476978031,-0.004540807498789823,1.0,-0.0,0.1440625636976685,-0.039134048848301406,0.7705590049450481,0.11319409991650627,0.18478826127351652,-0.03459324134951158,0.7705590049450481,0.11319409991650627
37,NDEONHPJ_00048,1 (genome),,hypothetical protein,1.0408543133333363,70,0.3154919331434358,0.037708498450724826,1.0281732683906422,70,0.2816331191157769,0.033661596130325766,1.0463612603778287,69,0.2994215845034736,0.0360461228827434,1.002080092110999,68,0.2479540000406693,0.030068839190061324,1.067786155385941,70,0.2922390255098542,0.034929244405338136,0.6701061937769247,0.021424895008112177,1.0,-0.0,0.9161123076250457,-0.005506947044492394,1.0,-0.0,0.712740922389697,-0.01818799198718657,1.0,-0.0,0.34785260631111237,-0.04428116826682982,0.9523578280079374,0.021199844124936428,0.5648691213830493,-0.02609317627964325,0.9523578280079374,0.021199844124936428
38,NDEONHPJ_00049,1 (genome),mutY,Adenine DNA glycosylase,0.9554894474391672,77,0.4261194727390237,0.04856082075401611,0.9796256704118312,73,0.3390331954589878,0.0396808341340899,1.070046729470245,75,0.29106074851861025,0.033608800301550716,0.9767073177154908,73,0.3283375006758393,0.03842899774661053,1.0575758328632894,78,0.3265988952084051,0.036980042842147454,0.8036994130543134,-0.01247089660695555,1.0,-0.0,0.05543660310048546,-0.11455728203107773,0.40481887384204057,0.39273924761497664,0.08354182333208472,-0.09042105905841369,1.0,-0.0,0.06909501429151087,-0.09333941175475413,0.5961852327272774,0.22461878547293437,0.9579395422545033,-0.0029183526963404427,0.5961852327272774,0.22461878547293437
